ID,英文名稱,中文名稱,圖片,更新日期
908679,Pens,贮料栏,,2012-11-26
908680,Pen manure,猪粪尿,,2012-11-26
908681,Pelletizing,弹形化,,2012-11-26
908682,Pebble phosphate,卵状磷矿石,,2012-11-26
908683,Peat poudrette,泥炭干粪,,2012-11-26
908684,Peat,泥炭,,2012-11-26
908685,Pearl ash,草木灰,,2012-11-26
908686,Peanut meal,花生粕粉,,2012-11-26
908687,Peanut hull,花生壳,,2012-11-26
908688,Peanut cake,花生饼，花生粕,,2012-11-26
908689,Peanut,落花生,,2012-11-26
908690,Pea,豌豆,,2012-11-26
908691,Parrish process,帕氏法,,2012-11-26
908692,Pan conveyor,盘式输送机,,2012-11-26
908693,P.P.R.（同 Petroleum Paraffin-Rosin）mixture,煤油石腊松香混合剂,,2012-11-26
908694,Oyster shell,牡蛎壳,,2012-11-26
908695,Oversize,粗粒,,2012-11-26
908696,Overheating,过热,,2012-11-26
908697,Over liming,超施石灰,,2012-11-26
908698,otton eed meal,棉子壳粉,,2012-11-26
908699,Osteolite,土状磷灰石,,2012-11-26
908700,Osseine,骨髓,,2012-11-26
908701,Osmosis,渗透作用,,2012-11-26
908702,Orthophosphoric acid,正磷酸,,2012-11-26
908703,Orthophosphate,正磷酸盐,,2012-11-26
908704,Orthoclase,正长石,,2012-11-26
908705,Organic fertilizer,有机肥料,,2012-11-26
908706,Organophosphate,有机磷酸盐,,2012-11-26
908707,Organo-apatite,有机磷灰盐,,2012-11-26
908708,Organic nitrogenous fertilizer,有机氮肥,,2012-11-26
908709,Organic nitrogen,有机氮,,2012-11-26
908710,Organic matter,有机物,,2012-11-26
908711,Ordinary superphosphate（同 Calcium superphosphate）,过磷酸钙,,2012-11-26
908712,Organic ammoniates,天然有机氮肥,,2012-11-26
908713,Open hearth slag,平炉熔渣,,2012-11-26
908714,Open formula,公开配方,,2012-11-26
908715,Open anhydrite process,敞锅式硬石膏法,,2012-11-26
908716,Oölitic phosphate,鲕状磷矿石,,2012-11-26
