ID,英文名稱,中文名稱,圖片,更新日期
3098586,Acanthotriletes,三角刺面孢属〔C2〕,,2017-07-19
3098587,Acaste,短尾刺虫属,,2017-07-19
3098588,acausto-phytogenic rock,非燃性植物岩,,2017-07-19
3098589,acaustobiolith,非燃性生物岩,,2017-07-19
3098590,acceleration detector,加速度受波器,,2017-07-19
3098591,acceleration of gravity,重力加速度,,2017-07-19
3098592,acceleration-cancelling hydrophone,消加速水中受波器,,2017-07-19
3098593,acceleration-sensitive geophone,加速度受波器,,2017-07-19
3098594,accelerograph,加速度地震器,,2017-07-19
3098595,accelerometer,加速度感震器，加速度检波器,,2017-07-19
3098596,accessory denticle,副铰齿,,2017-07-19
3098597,accessory ejecta,附抛出物，附喷出物,,2017-07-19
3098598,accessory element,副元素，次要元素，次量元素,,2017-07-19
3098599,accessory ingredient,副成份,,2017-07-19
3098600,accessory mineral,副成份矿物,,2017-07-19
3098601,accessory shock,副震,,2017-07-19
3098602,accessory socket,副铰窝,,2017-07-19
3098603,accidental block,外体火山块,,2017-07-19
3098604,accidental ejecta,外体抛出物,,2017-07-19
3098605,acclinal valley,顺倾河谷,,2017-07-19
3098606,acclivity,上坡,,2017-07-19
3098607,accompanying mineral,伴生矿物,,2017-07-19
3098608,accordant fold,同向褶曲,,2017-07-19
3098609,accordant junction,协合汇流,,2017-07-19
3098610,accordant summit level,等高切峰面,,2017-07-19
3098611,accordant unconformity,平行不整合,,2017-07-19
3098612,accreting plate,增生板块,,2017-07-19
3098613,accretion,1.增大；2.增加物，积成物；3.增积，加积,,2017-07-19
3098614,accretion beach face,增积海滩面，加积海滩面,,2017-07-19
3098615,accretion bed,增积层，加积层,,2017-07-19
3098616,accretion of terrane,地体增积，地体增生,,2017-07-19
3098617,accretion plate boundary,增积板块边界，增生型板块边界,,2017-07-19
3098618,accretion ridge,增积砂岭，外展滩脊,,2017-07-19
3098619,accretion ripple mark,加积波痕,,2017-07-19
3098620,accretion topography,加积地形,,2017-07-19
3098621,accretion type orogeny,增积型造山运动，增生型造山运动,,2017-07-19
3098622,accretion vein,填加脉,,2017-07-19
3098623,accretional prism,增积岩体，增生沉积柱状体,,2017-07-19
3098624,accretionary bar,增积砂坝，加积砂坝,,2017-07-19
3098625,accretionary basin,增积盆地,,2017-07-19
3098626,accretionary belt,增积带，加积带,,2017-07-19
3098627,accretionary coast,增积海岸，加积海岸,,2017-07-19
3098628,accretionary lapilli,增积火山泥砾,,2017-07-19
3098629,accretionary lava ball,增积熔岩球,,2017-07-19
3098630,accretionary limestone,增积石灰岩,,2017-07-19
3098631,accretionary mesosphere,积聚中岩圈,,2017-07-19
3098632,accretionary prism,增积岩体,,2017-07-19
3098633,accretionary ridge,增积砂岭，外展滩脊，堆积脊,,2017-07-19
3098634,accretionary subduction complex,增积隐没复合体，加积俯冲复合体，加积俯冲带杂岩,,2017-07-19
3098635,accretionary wedge,增积楔形体，增积岩体,,2017-07-19
3098636,accumulate error,累积误差,,2017-07-19
3098637,accumulated island,堆积岛,,2017-07-19
3098638,accumulation curve,累积曲线,,2017-07-19
3098639,accumulation of oil,石油积聚,,2017-07-19
3098640,accumulation rate,累积速率，堆积速率,,2017-07-19
3098641,accumulator plant,元素富集植物,,2017-07-19
3098642,Acdalopora,阿克达尔珊瑚属〔O3〕,,2017-07-19
3098643,Acer,槭属〔K2-Q〕,,2017-07-19
3098644,Acervoschwagerina,簇希瓦格【虫+筵】属〔C3〕,,2017-07-19
3098645,Acervularia,堆珊瑚属〔S2〕,,2017-07-19
3098646,Acervulina,堆房虫属〔有孔虫类，N-Q〕,,2017-07-19
3098647,Acetabularia,伞藻属〔钙藻类，E-N〕,,2017-07-19
3098648,acetamide,碳烃铵石,,2017-07-19
3098649,ACF-diagram,铝钙铁三角相图,,2017-07-19
3098650,Achatella,小倍友虫属〔三叶虫类，O2-3〕,,2017-07-19
3098651,achavalite,硒铁矿,,2017-07-19
3098652,achnakaite,黑云倍长石，无粒陨石,,2017-07-19
3098653,Achnanthes,弯杆藻属〔Q〕,,2017-07-19
3098654,Achomosphaera,艾乔莫藻属〔K-E〕,,2017-07-19
3098655,achroite,无色电气石，白碧玺,,2017-07-19
3098656,acicular,针状,,2017-07-19
3098657,acicular bismuth,针硫铝矿,,2017-07-19
3098658,Acicularia,针状藻属〔K-N〕,,2017-07-19
3098659,aciculate,针状的,,2017-07-19
3098660,Aciculella,尖刺藻属〔T2〕,,2017-07-19
3098661,aciculite,针硫铋铅矿,,2017-07-19
3098662,acid rock,酸性火成岩，酸性岩,,2017-07-19
3098663,Acidaspis,刺壳虫属〔三叶虫属，O2-D2〕,,2017-07-19
3098664,acidic crust,酸性地壳,,2017-07-19
3098665,acidity,酸度，酸性,,2017-07-19
3098666,acidization,酸蚀作用,,2017-07-19
3098667,Acidotocarena,尖头贝属〔腕足类，C1〕,,2017-07-19
3098668,acidulous water,酸性水,,2017-07-19
3098669,Acila,阿塞尔蛤属，针蛤属〔双壳类，K-Q〕,,2017-07-19
3098670,acinose,细粒状,,2017-07-19
3098671,acinous,细粒状,,2017-07-19
3098672,Acipenser,鲟鱼属〔Q〕,,2017-07-19
