ID,英文名稱,中文名稱,圖片,化學式,更新日期
621729,manganese dioxide,二氧化锰,,"<Font html:Color=""#000000"">MnO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2015-09-17
621730,manganese disilicide,二矽化锰,,"<Font html:Color=""#000000"">MnSi</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621731,manganese diiodide,二碘化锰{碘化锰(II)},,"<Font html:Color=""#000000"">MnI</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621732,manganese dicyanide,二氰化锰 {氰化锰(II)} ,,"<Font html:Color=""#000000"">Mn(CN)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621733,manganese difluoride,二氟化锰 {氟化锰(II)} ,,"<Font html:Color=""#000000"">MnF</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621734,manganese dichloride,二氯化锰 {氯化锰(II)} ,,"<Font html:Color=""#000000"">MnCl</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621736,manganese dibromide,二溴化锰 {溴化锰(II)} ,,"<Font html:Color=""#000000"">MnBr</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621737,manganese diboride,二硼化锰,,"<Font html:Color=""#000000"">MnB</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621738,manganese arsenide,砷化锰(III),,MnAs,2012-11-26
621739,manganese carbide,碳化锰,,"<Font html:Color=""#000000"">Mn</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">C</Font>",2012-11-26
621740,manganese,锰,,Mn,2012-11-26
621741,manganese alum,锰矾,,"<Font html:Color=""#000000"">KMn(SO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">·12H</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font>",2012-11-26
621742,magnesium valerate,戊酸镁,,"<Font html:Color=""#000000"">Mg(C</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">9</Font></Sub><Font html:Color=""#000000"">CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621743,magnesium tungstate,钨酸镁,,"<Font html:Color=""#000000"">MgWO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
621744,magnesium titanate,钛酸镁,,"<Font html:Color=""#000000"">MgTiO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621745,magnesium thiotellurite,亚硫碲酸镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">TeS</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub>",2012-11-26
621746,magnesium thiosulfate,硫代硫酸镁,,"<Font html:Color=""#000000"">MgS</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621747,magnesium thiocyanate,硫氰酸镁 {硫氰化镁},,"<Font html:Color=""#000000"">Mg(SCN)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621748,magnesium tetrasilicate,四矽酸镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">Si</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">11</Font></Sub>",2012-11-26
621749,magnesium telluride,碲化镁,,MgTe,2012-11-26
621750,magnesium tetraborate,四硼酸镁,,"<Font html:Color=""#000000"">MgB</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub>",2012-11-26
621751,magnesium sulfocyanide,硫氰化镁 {硫氰酸镁},,"<Font html:Color=""#000000"">Mg(SCN)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621752,magnesium tartrate,酒石酸镁,,"<Font html:Color=""#000000"">MgC</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub>",2012-11-26
621753,magnesium tellurate,碲酸镁,,"<Font html:Color=""#000000"">MgTeO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
621754,magnesium sulfide,硫化镁,,MgS,2012-11-26
621755,magnesium sulfite,亚硫酸镁,,"<Font html:Color=""#000000"">MgSO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621756,magnesium sulfate,硫酸镁,,"<Font html:Color=""#000000"">MgSO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
621757,magnesium succinate,琥珀酸镁；丁二酸镁,,"<Font html:Color=""#000000"">Mg [O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">C(CH</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
621758,magnesium stearate,硬脂酸镁 {十八酸镁},,"<Font html:Color=""#000000"">Mg(C</Font><Sub><Fonthtml:Color=""#000000"">17</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">35</Font></Sub><Font html:Color=""#000000"">CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621760,magnesium silicide,矽化镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">Si</Font>",2012-11-26
621761,magnesium silicofluoride,[六]氟矽化镁 {六氟矽酸镁},,"<Font html:Color=""#000000"">MgSiF</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub>",2012-11-26
621762,magnesium selenide,硒化镁,,MgSe,2012-11-26
621763,magnesium silicate,矽酸镁,,"<Font html:Color=""#000000"">MgSiO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621765,magnesium selenate,硒酸镁,,"<Font html:Color=""#000000"">MgSeO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
621766,magnesium samarium nitrate,硝酸钐镁,,"<Font html:Color=""#000000"">3Mg(NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">·2Sm(NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621768,magnesium salicylate,柳酸镁,,"<Font html:Color=""#000000"">Mg(HOC</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621769,magnesium rhodanide,硫氰化镁,,"<Font html:Color=""#000000"">Mg(SCN)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621770,magnesium rhodanate,硫氰酸镁,,"<Font html:Color=""#000000"">Mg(SCN)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621771,magnesium pyrophosphate,焦磷酸镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">P</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub>",2012-11-26
621772,magnesium pyroborate {magnesium diborate} ,焦硼酸镁 {二硼酸镁},,"<Font html:Color=""#FF0000"">Mg</Font><Sub><Fonthtml:Color=""#FF0000"">2</Font></Sub><Font html:Color=""#FF0000"">B</Font><Sub><Fonthtml:Color=""#FF0000"">2</Font></Sub><Font html:Color=""#FF0000"">O</Font><Sub><Fonthtml:Color=""#FF0000"">5</Font></Sub>",2012-11-26
621773,magnesium pyroarsenite,焦亚砷酸镁,,"<Font html:Color=""#000000"">MgAs</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub>",2012-11-26
621774,magnesium propylate,丙醇镁,,"<Font html:Color=""#000000"">Mg(OC</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621775,magnesium propoxide,丙氧[化]镁,,"<Font html:Color=""#000000"">Mg(OC</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621776,magnesium propionate,丙酸镁,,"<Font html:Color=""#000000"">Mg(C</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621777,magnesium praseodymium nitrate,硝酸镨镁,,"<Font html:Color=""#000000"">3Mg(NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">·2Pr(NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621778,magnesium platinocyanide,[四]氰铂(II)化镁 {[四]氰铂(II)酸镁},,"<Font html:Color=""#000000"">Mg[Pt(CN)</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
621779,magnesium phthalocyanine,酞青镁 {镁苯二甲蓝} ,,"<Font html:Color=""#000000"">Mg(C</Font><Sub><Fonthtml:Color=""#000000"">32</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">15</Font></Sub><Font html:Color=""#000000"">N</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub><Font html:Color=""#000000"">)</Font>",2012-11-26
621780,magnesium phthalate,酞酸镁,,"<Font html:Color=""#000000"">Mg[C</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">(CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
621781,magnesium phosphite,亚磷酸镁,,"<Font html:Color=""#000000"">MgHPO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621783,magnesium phosphide,磷化镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">P</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621784,magnesium phosphate,磷酸镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">(PO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621786,magnesium phenolsulfonate,苯酚磺酸镁,,"<Font html:Color=""#000000"">Mg(OHC</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">SO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font>",2012-11-26
621787,magnesium peroxoborate; magnesium peroxyborate {magnesium perborate},过氧硼酸镁 {过硼酸镁},,Mg(BO<Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
621788,magnesium peroxide,过氧化镁,,"<Font html:Color=""#000000"">MgO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621789,magnesium permanganate,过锰酸镁,,"<Font html:Color=""#000000"">Mg(MnO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621790,magnesium perchlorate,过氯酸镁,,"<Font html:Color=""#000000"">Mg(ClO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621791,magnesium perborate,过硼酸镁,,"<Font html:Color=""#000000"">Mg(BO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621793,magnesium palmitate,软脂酸镁；棕榈酸镁 {十六酸镁} ,,"<Font html:Color=""#000000"">Mg(C</Font><Sub><Fonthtml:Color=""#000000"">16</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">31</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621794,magnesium oxide,氧化镁,,MgO,2012-11-26
621795,magnesium oxalate,草酸镁；乙二酸镁,,"<Font html:Color=""#000000"">MgC</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
621796,magnesium orthosilicate,[正]矽酸镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">SiO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
621797,magnesium orthophosphate,[正]磷酸镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">(PO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621798,magnesium orthogermanate,[正]锗酸镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">GeO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
621799,magnesium orthoborate,[正]硼酸镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">(BO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621800,magnesium orthoarsenite,[正]亚砷酸镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">(AsO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621801,magnesium oleate,油酸镁,,"<Font html:Color=""#000000"">Mg(C</Font><Sub><Fonthtml:Color=""#000000"">18</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">33</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621802,magnesium nitrite,亚硝酸镁,,"<Font html:Color=""#000000"">Mg(NO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621803,magnesium nitride,氮化镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">N</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621804,magnesium nitrate,硝酸镁,,"<Font html:Color=""#000000"">Mg(NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621806,magnesium neodymium nitrate,硝酸钕镁,,"<Font html:Color=""#000000"">3Mg(NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">·2Nd(NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621807,magnesium myristate,肉豆蔻酸镁 {十四酸镁},,"<Font html:Color=""#000000"">Mg(C</Font><Sub><Fonthtml:Color=""#000000"">13</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">27</Font></Sub><Font html:Color=""#000000"">COO)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621809,magnesium molybdate,钼酸镁,,"<Font html:Color=""#000000"">MgMoO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
621810,magnesium methylate,甲醇镁,,"<Font html:Color=""#000000"">Mg(OCH</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621811,magnesium methoxide,甲氧[化]镁,,"<Font html:Color=""#000000"">Mg(OCH</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621812,magnesium methide,二甲镁,,"<Font html:Color=""#000000"">Mg(CH</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621813,magnesium metatetraarsenite,偏四亚砷酸镁,,"<Font html:Color=""#000000"">Mg</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">As</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">9</Font></Sub>",2012-11-26
621814,magnesium metasilicate,偏矽酸镁,,"<Font html:Color=""#000000"">MgSiO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621815,magnesium metaniobate,偏铌酸镁,,"<Font html:Color=""#000000"">Mg(NbO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621816,magnesium metagermanate,偏锗酸镁,,"<Font html:Color=""#000000"">MgGeO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621817,magnesium metaborate,偏硼酸镁,,"<Font html:Color=""#000000"">Mg(BO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621818,magnesium metaaluminate,偏铝酸镁,,"<Font html:Color=""#000000"">Mg(AlO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621819,magnesium mandelate,苯乙醇酸镁,,"<Font html:Color=""#000000"">Mg[C</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">CH(OH)CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621820,magnesium malate,苹果酸镁,,"<Font html:Color=""#000000"">MgC</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub>",2012-11-26
621821,magnesium laurate,月桂酸镁 {十二酸镁},,"<Font html:Color=""#000000"">Mg(C</Font><Sub><Fonthtml:Color=""#000000"">12</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">23</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621822,magnesium lanthanum nitrate,硝酸镧镁,,"<Font html:Color=""#000000"">3Mg(NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">·2La(NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
621823,magnesium lactate,乳酸镁,,"<Font html:Color=""#000000"">Mg(C</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621824,magnesium isovalerate,异戊酸镁；缬草酸镁,,"<Font html:Color=""#000000"">Mg(C</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">9</Font></Sub><Font html:Color=""#000000"">CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621825,magnesium isopropoxide,异丙氧化镁,,"<Font html:Color=""#000000"">Mg(OC</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621826,magnesium iodide,碘化镁,,"<Font html:Color=""#000000"">MgI</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621827,magnesium iron oxide,氧化铁(III)镁；铁酸镁,,"<Font html:Color=""#000000"">Mg[FeO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621828,magnesium iodate,碘酸镁,,"<Font html:Color=""#000000"">Mg(IO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621829,magnesium indate,铟酸镁,,"<Font html:Color=""#000000"">MgIn</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
621830,magnesium hyposulfite,次亚硫酸镁,,"<Font html:Color=""#000000"">MgS</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
621831,magnesium hypophosphite,次磷酸镁,,"<Font html:Color=""#000000"">Mg(H</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">PO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621832,magnesium hydroxycarbonate,碳酸氢氧镁；碳酸羟镁 {碱式碳酸镁},,"<Font html:Color=""#000000"">4MgCO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">·Mg(OH)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621833,magnesium hydroxide,氢氧化镁,,"<Font html:Color=""#000000"">Mg(OH)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621834,magnesium hydrosulfide; magnesium hydrogen sulfide,氢硫化镁,,"<Font html:Color=""#000000"">Mg(HS)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621836,magnesium hydrogen tartrate,酒石酸氢镁,,"<Font html:Color=""#000000"">Mg(HC</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621837,magnesium hydrogen sulfide; magnesium bisulfide,氢硫化镁,,"<Font html:Color=""#000000"">Mg(HS)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
621838,magnesium hydrogen sulfate,硫酸氢镁 {酸式硫酸镁},,"<Font html:Color=""#000000"">Mg(HSO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
