ID,英文名稱,中文名稱,圖片,更新日期
21290777,aerial current,天线电流,,
21290778,aerial line,架空线；天线,,
21290779,aerial mast,天线[桅]杆,,
21290780,aerial motor,航空发动机,,
21290781,aerial propeller,空气螺桨；空气推进器,,
21290782,aerial propeller vessel,空气[螺桨]推进船,,
21290783,aerial view,俯视图；鸟瞰图,,
21290784,aerial yard,天线横杆,,
21290785,aerodynamic coefficient,[空]气动力系数,,
21290786,aerodynamic noise,空气动力噪音,,
21290787,aerodynamic turbine,空气动力涡轮机,,
21290788,aerodynamics,空气动力学,,
21290789,aerofoil,气翼；机翼,,
21290790,aerofoil blading,气翼列,,
21290791,aerofoil boat,飞翼船；气翼船,,
21290792,aerofoil camber,翼形拱高,,
21290793,aerofoil section,翼形剖面,,
21290794,aerohydro plane,水上飞机,,
21290795,aeroplane carrier,航空母舰,,
21290796,aero-propeller,空气螺桨；空气推进器,,
21290797,aero-propeller vessel,空气[螺桨]推进船,,
21290798,afloat condition,浮扬状态,,
21290799,aft bulkhead,后舱壁；后端壁,,
21290800,aft fishing bridge,拖网渔船艉向指挥台,,
21290801,aft hold,后货舱,,
21290802,aft jet thruster,后置喷射推进器,,
21290803,aft line,艉缆,,
21290804,aft peak bulkhead,艉尖舱壁,,
21290805,aft peak tank,艉[尖]舱,,
21290806,aft pressure bulkhead,[潜艇]艉端耐压舱壁,,
21290807,aft schooner,后桅帆船,,
21290808,aft stay,后支柱；后拉索,,
21290809,aft trimming tank,后平衡柜{潜艇},,
21290810,aft-body,艉部,,
21290811,after breast,艉横缆；后横缆,,
21290812,after bridge,艉桥艛,,
21290813,after bulkhead,后舱壁；后端壁,,
21290814,after cabin,艉舱室,,
21290815,after casing,[潜艇]艉部上外壳,,
21290816,after cooler,后冷却器,,
21290817,after cure,后硬化,,
21290818,after deck,艉甲板,,
21290819,after deckhouse,后甲板室,,
21290820,after draught,艉吃水,,
21290821,after engine ship,艉机舱船,,
21290822,after fender,艉护舷材；艉碰垫,,
21290823,after hatch,后舱口,,
21290824,after hold,后货舱,,
21290825,after ignition,延迟点火,,
21290826,after leech,帆后缘,,
21290827,after peak bulkhead,艉尖舱壁,,
21290828,after peak tank,艉尖舱,,
21290829,after perpendicular （AP）,艉垂标,,
21290830,after schooner,后桅帆船,,
21290831,after timbers,艉肋材,,
21290832,after trimming tank,后平衡柜{潜艇},,
21290833,after yard,后横桁,,
21290834,afterbody,后半段船体,,
21290835,after-body,艉部,,
21290836,after-burning,后燃,,
21290837,after-condenser,后冷凝器；后复水器,,
21290838,after-deadwood,艉力材,,
21290839,after-generation,延迟发生{电銲},,
21290840,aftermast,后桅,,
21290841,aftermost bearing,最后部轴承,,
21290842,aftermost breadth,最艉端截面宽,,
21290843,aftermost bulkhead,最后舱壁；艉舱壁,,
21290844,afterrake,艉超出部；艉后斜,,
21290845,afterspring,艉索,,
21290846,aftertopmast,后顶桅,,
21290847,aftfoot,艉踵{艉柱或舵柱底部},,
21290848,aftfoot bulb,球形艉柱底部,,
21290849,aftline,艉部纵剖线{型线面上的},,
21290850,aft-perpendicular (AP),艉垂标,,
21290851,aft-poppet,艉托架{下水},,
21290852,aft-sheer,后舷弧高,,
21290853,against wind,顶风；逆风,,
21290854,agate cap,[罗经]玛瑙轴帽,,
21290855,age hardening,时效硬化,,
21290856,age of vessel,船龄,,
21290857,agglomerative hierarchical clustering,凝集群法,,
21290858,aggregate,石子；碎石（水泥船）,,
21290859,aggregate capacity,总容量；总功率,,
21290860,aging,老化,,
21290861,aging effect,老化效应,,
21290862,aground,搁浅,,
21290863,ahead,向前；前进；正伡；正前向,,
21290864,ahead and astern reach mesurement,正倒伡惯性量测,,
21290865,ahead blading,[涡轮机]正伡叶系,,
21290866,ahead cam,正伡凸轮,,
21290867,ahead dummy,正伡平衡装置{涡轮机},,
21290868,ahead exhaust cam,正伡排气凸轮,,
21290869,ahead firing,艏向发射,,
21290870,ahead gas turbine,正伡燃气涡轮机,,
21290871,ahead ignition cam,正伡点火凸轮,,
21290872,ahead injection cam,正伡喷油凸轮,,
21290873,ahead manoeuvring valve,正伡操纵阀,,
21290874,ahead power,正伡动力,,
21290875,ahead reach,正伡[惯性]滑行距离,,
21290876,ahead sea,迎浪,,
21290877,ahead stage,正伡级{涡轮机},,
21290878,ahead steam turbine,正伡蒸汽涡轮机,,
21290879,ahead turbine,正伡涡轮机,,
21290880,ahead valve,正伡阀,,
21290881,aid,辅助设备；辅助器具,,
21290882,aid to navigation buoy,助航浮标,,
21290883,aids to navigation boat,助航艇,,
21290884,aileron tiller,渔船副翼舵柄,,
21290885,aiming mechanism,瞄准装置,,
21290886,air accumulation,空气聚集,,
21290887,air accumulator,空气储蓄器,,
21290888,air acetylene welding,空气乙炔銲,,
21290889,air and filling pipe,通气注入两用管,,
21290890,air and light space,通气及采光空间,,
21290891,air and sounding pipe,通气测深两用管,,
21290892,air blast,空中爆炸；核爆炸冲击波,,
21290893,air blast atomizer,鼓风雾化器,,
21290894,air bleed,[气垫船]裙前吹气；[水翼船]水翼进气；抽气,,
21290895,air blow,鼓风；送风,,
21290896,air blower,鼓风机,,
21290897,air boat,空气推进艇,,
21290898,air boiler,空气加热器,,
21290899,air bottle,蓄气瓶,,
21290900,air box,[救生艇]空气箱,,
21290901,air brake,气煞,,
21290902,air break switch (ABS),气断开关,,
21290903,air brush,气刷；喷[漆]枪,,
21290904,air bubble viscosimeter,气泡黏度计,,
21290905,air buffer,空气缓冲器,,
21290906,air bumper,空气缓冲器,,
21290907,air case,[救生艇]空气箱,,
21290908,air casing,气夹层,,
21290909,air chamber,空气室,,
21290910,air channel,气路；气道,,
21290911,air charging test,充气试验,,
21290912,air check,截气阀；空气截止阀,,
21290913,air circuit breaker (ACB),空气断路器,,
21290914,air circulation system,空气循环系统,,
21290915,air cleaner,空气清洁器,,
21290916,air clutch,气力离合器,,
21290917,air cock,气旋塞,,
21290918,air compressor,空[气]压[缩]机,,
21290919,air conditioner,空[气]调[节]器,,
21290920,air conditioning,空[气]调[节],,
21290921,air conditions,大气条件；大气状况,,
21290922,air conduit,空气导管,,
21290923,air cone,空气锥（燃油器）,,
21290924,air container,空气储蓄器；空气贮槽,,
21290925,air content,空气含量,,
21290926,air control valve,空气调节阀,,
21290927,air cooled blade,气冷式叶片,,
21290928,air cooler,空气冷却器,,
21290929,air cooling,气冷,,
21290930,air cooling engine,气冷引擎,,
21290931,air cooling installation,气冷装置,,
21290932,air cooling machine,[空]气冷[却]机,,
21290933,air cooling system,气冷系统,,
21290934,air course,通气道,,
21290935,air cure type resin,空气硬化性树脂,,
21290936,air cushion,气垫,,
21290937,air cushion boat,气垫船,,
21290938,air cushion pressure,气垫压力,,
21290939,air cushion transporter,气垫运输艇,,
21290940,air cushion vehicle (ACV),气垫船,,
21290941,air cylinder,气缸；风缸,,
21290942,air damper,空气阻板；空气挡板；风挡,,
21290943,air damping,空气阻尼,,
21290944,air defense missile,防空飞弹,,
21290945,air delay valve,给气滞后阀,,
21290946,air displacement,排气量,,
21290947,air distributor,空气分配器,,
21290948,air draft,水线上船高,,
21290949,air dryer,空气干燥器,,
21290950,air drying plant,空气干燥机,,
21290951,air duct,通风管；导气管,,
21290952,air ejector,空气抽射器,,
21290953,air entrainment agent,蓄气剂（水泥船）,,
21290954,air escape,逸气,,
21290955,air escape valve,逸气阀；泄气阀,,
21290956,air evacuation valve,排气阀,,
21290957,air extractor,抽气器,,
21290958,air filled cavity,空气泡,,
21290959,air filter,空气过滤器；空气滤清器,,
21290960,air flask,贮气瓶,,
21290961,air flue,气道,,
21290962,air foam nozzle,空气泡沫喷嘴,,
21290963,air fuel ratio,空气燃料比,,
21290964,air funnel,气道；通风筒,,
21290965,air gap,间隙；气隙；空气间隙,,
21290966,air gauge,气压表；空气量计,,
21290967,air grinder,气动磨轮,,
21290968,air hammer,[空]气锤,,
21290969,air hardening steel,风硬钢,,
21290970,air hatch,空气舱口,,
21290971,air heater,空气加热器,,
21290972,air heating installation,空气加热装置,,
21290973,air hole,气孔,,
21290974,air horn,气笛,,
21290975,air horsepower,供气马力,,
21290976,air humidity,空气湿度,,
21290977,air induction valve,空气导进阀,,
21290978,air inflow,进气量,,
21290979,air injection,空气喷射,,
21290980,air injection diesel engine,空气喷射柴油机,,
21290981,air injection engine,空气喷射引擎,,
21290982,air injection pressure,空气喷射压力,,
21290983,air injection valve,空气喷射阀,,
21290984,air inlet,进气口,,
21290985,air inlet casing,进气壳体,,
21290986,air inlet port,进气口,,
21290987,air inlet silencer,进气消音器,,
21290988,air inlet unit,进气装置,,
21290989,air inlet valve,进气阀,,
21290990,air intake casing,进气壳体,,
21290991,air intake silencer,进气消音器,,
21290992,air inter cooler,空气中段冷却器,,
21290993,air interchanger,空气交换器,,
21290994,air jacket,气套,,
21290995,air jet diffuser,喷气扩散器,,
21290996,air level,[气泡]水平仪,,
21290997,air lift,气力扬升；空气升力；气升器,,
21290998,air lift mud pump,吸泥泵,,
21290999,air lock,止气通路；气闸；气锁,,
21291000,air louvre,乳形通风口,,
21291001,air lubrication method,空气润滑法,,
21291002,air lubrication valve,空气润滑系统阀,,
21291003,air main,空气总管,,
21291004,air manometer,深度计；测深压力计,,
21291005,air motor,气动马达,,
21291006,air motor valve,气动马达阀,,
21291007,air operated valve,气动阀,,
21291008,air outlet angle,空气出口角,,
21291009,air outlet valve,排气阀,,
21291010,air passage,通气道,,
21291011,air pipe,空气管,,
21291012,air pipe head,空气管头,,
21291013,air plug,气塞,,
21291014,air pocket,气袋,,
21291015,air port,舷窗；通汽口,,
21291016,air preheater,空气预热器,,
21291017,air pressure gauge,[空]气压[力]表,,
21291018,air pump,空气泵,,
21291019,air pump lever,气泵臂,,
21291020,air purge,驱气,,
21291021,air purge type level gauge,驱气式液面计,,
21291022,air quenching,空气淬火,,
21291023,air rate,耗气率,,
21291024,air receiver,集气器,,
21291025,air register,调风器；整风器；风量记录器,,
21291026,air regulator,调风器,,
21291027,air release valve,放气阀,,
21291028,air relief valve,空气泄压阀,,
21291029,air reservoir,空气瓶；蓄气器,,
21291030,air resistance,空气阻力,,
21291031,air sand blow,空气喷砂,,
21291032,air sand blower,喷砂器；喷砂装置,,
21291033,air sander,气动砂轮,,
21291034,air scoop,[招]风斗,,
21291035,air screw,空气螺桨,,
21291036,air separator,空气分离器,,
21291037,air silencer,空气消音器,,
21291038,air space,气隙,,
21291039,air starting bottle,气压起动瓶,,
21291040,air starting cam,空气起动凸轮,,
21291041,air starting valve,空气起动阀,,
21291042,air storage tank,贮气柜,,
21291043,air strake,[木船最上列]通气衬板,,
21291044,air suction,空气吸入,,
21291045,air suction pipe,吸气管,,
21291046,air suction port,吸气口,,
