ID,英文名稱,中文名稱,圖片,更新日期
2744167,admissible error,容许误差,,2017-01-16
2744168,admissible relief variation,容许地貌变化,,2017-01-16
2744169,advance of a shoreline,岸线前移,,2017-01-16
2744170,advance print,试印样张,,2017-01-16
2744171,advance(d) proof,初校样张,,2017-01-16
2744172,advance(d) sheet,样张,,2017-01-16
2744173,advanced compilation,临时版,,2017-01-16
2744174,advanced edition,试印版,,2017-01-16
2744175,advanced surveying,高等测量学,,2017-01-16
2744176,advection fog,平流雾,,2017-01-16
2744177,adverse atmospheric condition,不利大气条件,,2017-01-16
2744178,adverse lighting condition,不利光照条件,,2017-01-16
2744179,aerial,航空的；空中的,,2017-01-16
2744180,aerial antenna,天线,,2017-01-16
2744181,aerial beacon,航空标识,,2017-01-16
2744182,aerial cable,空中索道,,2017-01-16
2744183,aerial camera,航摄仪,,2017-01-16
2744184,aerial camera cone,航摄仪镜筒,,2017-01-16
2744185,aerial camera mount,航空摄影机座架,,2017-01-16
2744186,aerial cartigraphic photography,航测制图摄影,,2017-01-16
2744187,aerial conductor,架空电线,,2017-01-16
2744188,aerial equipment,航摄设备,,2017-01-16
2744189,aerial exposure index,航摄曝光指数,,2017-01-16
2744190,aerial film,航摄底片,,2017-01-16
2744191,aerial information,航摄资料,,2017-01-16
2744192,aerial installation,架空设施,,2017-01-16
2744193,aerial levelling,航空水准测量,,2017-01-16
2744194,aerial line,航线,,2017-01-16
2744195,aerial line map,航线图,,2017-01-16
2744196,aerial map,航空图,,2017-01-16
2744197,aerial mapping,航摄制图,,2017-01-16
2744198,aerial mosaic,航摄像片镶嵌图,,2017-01-16
2744199,aerial navigation,航空术；空中航行术,,2017-01-16
2744200,aerial navigation chart,空中航行图,,2017-01-16
2744201,aerial navigation map,航空图,,2017-01-16
2744202,aerial navigation viewer,导航检影器,,2017-01-16
2744203,aerial navigator,领航员,,2017-01-16
2744204,aerial negative,航摄底片,,2017-01-16
2744205,aerial negative number,航摄底片编号,,2017-01-16
2744206,aerial perspective,空中透视；鸟瞰,,2017-01-16
2744207,aerial photo interpretation,空中判读；航照判读,,2017-01-16
2744208,aerial photogrammetry,航空摄影测量学,,2017-01-16
2744209,aerial photograph,航摄像片；空中照片,,2017-01-16
2744210,aerial photograph converter,航摄像片转绘仪,,2017-01-16
2744211,aerial photograph interpretation,空照判读,,2017-01-16
2744212,aerial photograph mosaic,航摄像片镶嵌图,,2017-01-16
2744213,aerial photograph reading,空照判读,,2017-01-16
2744214,aerial (photographic) coverage,航摄涵盖地区,,2017-01-16
2744215,aerial photography,航空摄影,,2017-01-16
2744216,aerial photomapping,航空像片测图,,2017-01-16
2744217,aerial picture,航摄像片,,2017-01-16
2744218,aerial print,航摄像片,,2017-01-16
2744219,aerial reconnaissance,空中侦察,,2017-01-16
2744220,aerial reconnaissance photography,空中侦察摄影,,2017-01-16
2744221,aerial signal,对空标志,,2017-01-16
2744222,aerial sketchmaster,航摄像片转绘仪,,2017-01-16
2744223,aerial strip survey,航带测量,,2017-01-16
2744224,aerial survey,航空测量,,2017-01-16
2744225,aerial survey craft,航测飞机,,2017-01-16
2744226,aerial survey team,航测队,,2017-01-16
2744227,aerial topographic map,航测地形图,,2017-01-16
2744228,aerial transparency,航空透明正片,,2017-01-16
2744229,aerial traverse,空中导线测量,,2017-01-16
2744230,aerial triangulation,空中三角测量,,2017-01-16
2744231,aerial triangulator,辐射三角仪,,2017-01-16
2744232,aerial view,空中观察,,2017-01-16
2744233,aerodrome,航空站；飞机场,,2017-01-16
2744234,aerodyne,重航空器,,2017-01-16
2744235,aerological map,航空气象图,,2017-01-16
2744236,aeromagnetic exploration,航空磁力探测,,2017-01-16
2744237,aeromagnetic survey,航空磁力测量,,2017-01-16
2744238,aeromarine light,海空航行灯,,2017-01-16
2744239,aerometeograph,气象仪,,2017-01-16
2744240,aeronautic,航空的,,2017-01-16
2744241,aeronautic(al) data,空中航引资料,,2017-01-16
2744242,aeronautic(al) map,航空图,,2017-01-16
2744243,aeronautic(al) route map,航线图,,2017-01-16
2744244,aeronautical chart,航空图,,2017-01-16
2744245,aeronautical charting,航空图测制,,2017-01-16
2744246,aeronautical features,航空识别目标,,2017-01-16
2744247,aeronautical mile,航空哩,,2017-01-16
2744248,aeronautical overprint,航空套印图,,2017-01-16
2744249,aeronautical pilotage chart,航空导航图,,2017-01-16
2744250,aeronautical planning chart,航空计划图,,2017-01-16
2744251,aeronautics,航空术,,2017-01-16
2744252,aeronomy,天体大气学,,2017-01-16
2744253,aeropan film,航摄全色软片,,2017-01-16
2744254,aerophotogrammetric lens,航摄透镜,,2017-01-16
2744255,aerophotogrammetrical map,航测图,,2017-01-16
2744256,aerophotogrammetrical plan,航测计划,,2017-01-16
2744257,aerophotogrammetrical survey,航空摄影测量,,2017-01-16
2744258,aerophotogrammetry,航空摄影测量学,,2017-01-16
2744259,aerophotographic apparatus,航空摄影器,,2017-01-16
2744260,aerophotographic sketch,航摄草图；航摄略图,,2017-01-16
2744261,aerophotography,航空摄影术,,2017-01-16
2744262,aeroplane antenna,飞机天线,,2017-01-16
2744263,aeropolygon,空中导线测量,,2017-01-16
2744264,aeroprojector,航空投影器,,2017-01-16
2744265,aerostat,航空器；浮升器,,2017-01-16
2744266,aerostatics,气体静力学,,2017-01-16
2744267,aerostation,空中摄影站,,2017-01-16
2744268,aerosurveying,航空测量学,,2017-01-16
2744269,aerotopography,航空地形测量学,,2017-01-16
2744270,aerotriangulation,空中三角测量,,2017-01-16
2744271,affine deformation,相似变形；仿射变形,,2017-01-16
2744272,affine film shrinkage,底片仿射收缩,,2017-01-16
2744273,affine plotting,仿射测图,,2017-01-16
2744274,affine projection,仿射投影,,2017-01-16
2744275,affine stereoplanigraph,仿射立体测图仪,,2017-01-16
2744276,affine transformation,相似转换,,2017-01-16
2744277,affiniting,亲和力,,2017-01-16
2744278,affinity,仿射,,2017-01-16
2744279,afocal,远焦的；非焦性的,,2017-01-16
2744280,after-image,残像,,2017-01-16
2744281,aftershock,余震,,2017-01-16
2744282,age of parallax inequality,视差不等潮龄,,2017-01-16
2744283,age of phase inequality,月相不等潮龄,,2017-01-16
2744284,age of the moon,月龄,,2017-01-16
2744285,Agfa color film,爱克发彩色软片,,2017-01-16
2744286,Agfa film,爱克发软片,,2017-01-16
2744287,agglomeration,凝聚,,2017-01-16
2744288,aggregate error,集合误差,,2017-01-16
2744289,aggregate map,成套图,,2017-01-16
2744290,agone,无磁偏线,,2017-01-16
2744291,agonic line,零磁偏线；正磁线,,2017-01-16
2744292,aiming,照准,,2017-01-16
2744293,aiming circle,测角盘,,2017-01-16
2744294,aiming error,瞄准误差,,2017-01-16
2744295,aiming line,照准线,,2017-01-16
2744296,aiming point,照准点,,2017-01-16
2744297,aiming stake mark,照准标,,2017-01-16
2744298,aiming unit,照准器,,2017-01-16
2744299,air almanac,航空历,,2017-01-16
2744300,air base,空中基线；空间基线,,2017-01-16
2744301,air base inclination,航摄基线倾角,,2017-01-16
2744302,air base line,航摄基线,,2017-01-16
2744303,air beacon,航空信标；航空灯标,,2017-01-16
2744304,air brush,喷气笔,,2017-01-16
2744305,air coverage,空照涵盖,,2017-01-16
2744306,air coordinates,空中坐标；空间坐标,,2017-01-16
2744307,air data,航摄资料,,2017-01-16
2744308,air defense indentification zone (ADIZ),防空识别区,,2017-01-16
2744309,air drag perturbation,大气阻力摄动,,2017-01-16
2744310,air filter,空气滤清器,,2017-01-16
2744311,air gage,气压水位计,,2017-01-16
2744312,air gauge,气压水位计,,2017-01-16
2744313,air landing strip,机场著落带,,2017-01-16
2744314,air line,航线,,2017-01-16
2744315,air log,航空记录；航空日记,,2017-01-16
2744316,air marker,航空标志,,2017-01-16
2744317,air mile,航空哩,,2017-01-16
2744318,air navigation,导航,,2017-01-16
2744319,air navigation chart,航行图；导航图,,2017-01-16
